state_name,district,stcode,dtcode,historical_flood_events,historical_flood_years,historical_fatalities,historical_displaced,historical_max_severity,historical_max_impact
Andhra Pradesh,Anantapur,28,502,21,17,3653,2350487,2.0,7.6772792647922
Andhra Pradesh,Chittoor,28,503,30,20,4686,3145827,2.0,7.6772792647922
Andhra Pradesh,East Godavari,28,505,29,21,8666,8076500,2.0,7.6772792647922
Andhra Pradesh,Guntur,28,506,29,21,4513,10954600,2.0,7.6772792647922
Andhra Pradesh,Krishna,28,510,31,22,7034,11122600,2.0,7.6772792647922
Andhra Pradesh,Kurnool,28,511,24,19,3939,5301100,2.0,7.6772792647922
Andhra Pradesh,Prakasam,28,517,29,22,4351,8966600,2.0,7.6772792647922
Andhra Pradesh,Spsr Nellore,28,515,26,19,4409,3136827,2.0,7.6772792647922
Andhra Pradesh,Srikakulam,28,519,28,20,15375,20354627,2.0,7.6772792647922
Andhra Pradesh,Visakhapatanam,28,520,29,20,8551,6832627,2.0,7.6772792647922
Andhra Pradesh,Vizianagaram,28,521,29,20,15449,20354627,2.0,7.6772792647922
Andhra Pradesh,West Godavari,28,523,29,21,6880,11361500,2.0,7.6772792647922
Andhra Pradesh,Y.S.R.,28,504,24,20,4077,2556927,2.0,7.6772792647922
Arunanchal Pradesh,Anjaw,12,628,10,8,1140,4356113,2.0,7.0550817943772
Arunanchal Pradesh,Changlang,12,229,26,18,1601,21252324,2.0,7.0499170611118
Arunanchal Pradesh,Dibang Valley,12,230,15,11,1270,15532913,2.0,7.0796584663999
Arunanchal Pradesh,East Kameng,12,231,22,13,1889,17965913,2.0,7.0796584663999
Arunanchal Pradesh,East Siang,12,232,34,22,3007,24619124,2.0,7.1773904313439
Arunanchal Pradesh,Kamle,12,718,33,18,2967,23985124,2.0,7.1773904313439
Arunanchal Pradesh,Kra Daadi,12,677,19,11,1778,6857913,2.0,7.0796584663999
Arunanchal Pradesh,Kurung Kumey,12,233,19,11,1778,6857913,2.0,7.0796584663999
Arunanchal Pradesh,Leparada,12,724,29,16,2918,22571913,2.0,7.1773904313439
Arunanchal Pradesh,Lohit,12,234,25,16,2346,19921913,2.0,7.1773904313439
Arunanchal Pradesh,Longding,12,666,23,15,1751,18261324,2.0,7.0499170611118
Arunanchal Pradesh,Lower Dibang Valley,12,235,30,20,2602,20549124,2.0,7.1773904313439
Arunanchal Pradesh,Lower Siang,12,719,43,26,3321,26608124,2.0,7.1773904313439
Arunanchal Pradesh,Lower Subansiri,12,236,30,16,2891,20592913,2.0,7.1773904313439
Arunanchal Pradesh,Namsai,12,678,29,20,2377,19956124,2.0,7.1773904313439
Arunanchal Pradesh,Pakke Kessang,12,723,38,23,3368,23164124,2.0,7.1773904313439
Arunanchal Pradesh,Papum Pare,12,237,44,25,3506,27006124,2.0,7.1773904313439
Arunanchal Pradesh,Shi Yomi,12,725,14,9,1339,6756113,2.0,7.0550817943772
Arunanchal Pradesh,Siang,12,679,28,16,2905,22571913,2.0,7.1773904313439
Arunanchal Pradesh,Tawang,12,238,3,2,498,295000,2.0,7.0550817943772
Arunanchal Pradesh,Tirap,12,239,27,17,1679,21758324,2.0,7.0499170611118
Arunanchal Pradesh,Upper Siang,12,240,23,14,2711,9232913,2.0,7.1773904313439
Arunanchal Pradesh,Upper Subansiri,12,241,26,14,2005,20560913,2.0,7.0796584663999
Arunanchal Pradesh,West Kameng,12,242,28,18,3275,22246011,2.0,7.1773904313439
Arunanchal Pradesh,West Siang,12,243,24,14,2770,9262913,2.0,7.1773904313439
Assam,Baksa,18,616,32,21,2517,23876311,2.0,7.1773904313439
Assam,Barpeta,18,280,25,17,2444,23479511,2.0,7.1773904313439
Assam,Biswanath,18,705,45,26,3551,27206124,2.0,7.1773904313439
Assam,Bongaigaon,18,281,22,15,2438,23431211,2.0,7.1773904313439
Assam,Cachar,18,282,12,9,848,14078411,2.0,7.0499170611118
Assam,Charaideo,18,708,38,25,3086,24328124,2.0,7.1773904313439
Assam,Chirang,18,612,20,13,2354,23001211,2.0,7.1773904313439
Assam,Darrang,18,283,37,22,2534,24131311,2.0,7.1773904313439
Assam,Dhemaji,18,284,44,27,3366,26808124,2.0,7.1773904313439
Assam,Dhubri,18,285,21,15,2350,22530611,2.0,7.1773904313439
Assam,Dibrugarh,18,286,42,26,3262,26578124,2.0,7.1773904313439
Assam,Dima Hasao,18,299,23,17,2076,20958011,2.0,7.1773904313439
Assam,Goalpara,18,287,23,15,2419,22661511,2.0,7.1773904313439
Assam,Golaghat,18,288,44,26,3551,27196124,2.0,7.1773904313439
Assam,Hailakandi,18,289,11,9,752,2978411,2.0,7.0499170611118
Assam,Hojai,18,709,33,21,3200,22847011,2.0,7.1773904313439
Assam,Jorhat,18,290,41,26,3224,26538124,2.0,7.1773904313439
Assam,Kamrup,18,291,31,19,2486,23903511,2.0,7.1773904313439
Assam,Kamrup Metro,18,618,32,19,2382,23879311,2.0,7.1773904313439
Assam,Karbi Anglong,18,292,42,24,3457,25281124,2.0,7.1773904313439
Assam,Karimganj,18,293,11,10,761,3675211,2.0,7.0499170611118
Assam,Kokrajhar,18,294,19,13,2300,21800611,2.0,7.1773904313439
Assam,Lakhimpur,18,295,45,26,3475,27193124,2.0,7.1773904313439
Assam,Majuli,18,706,44,26,3475,27163124,2.0,7.1773904313439
Assam,Marigaon,18,296,37,22,2534,24131311,2.0,7.1773904313439
Assam,Nagaon,18,297,42,23,3438,25256311,2.0,7.1773904313439
Assam,Nalbari,18,298,27,18,2455,23498511,2.0,7.1773904313439
Assam,Sivasagar,18,300,43,26,3366,26783124,2.0,7.1773904313439
Assam,Sonitpur,18,301,43,24,3444,25256424,2.0,7.1773904313439
Assam,South Salmara Mancachar,18,707,17,13,2069,9388211,2.0,7.1773904313439
Assam,Tinsukia,18,302,40,26,3255,26567124,2.0,7.1773904313439
Assam,Udalguri,18,617,34,22,2518,23901311,2.0,7.1773904313439
Assam,West Karbi Anglong,18,710,34,21,2377,21920011,2.0,7.1773904313439
Bihar,Araria,10,188,22,18,5546,36490220,2.0,7.8036502762015
Bihar,Arwal,10,611,17,15,4676,12134220,2.0,7.8036502762015
Bihar,Aurangabad,10,189,18,15,4122,13482220,2.0,7.8036502762015
Bihar,Banka,10,190,22,16,8394,38252220,2.0,7.8036502762015
Bihar,Begusarai,10,191,23,20,5217,12447220,2.0,7.8036502762015
Bihar,Bhagalpur,10,192,23,18,8558,37865220,2.0,7.8036502762015
Bihar,Bhojpur,10,193,21,18,4758,12074220,2.0,7.8036502762015
Bihar,Buxar,10,194,25,22,5442,14072220,2.0,7.8036502762015
Bihar,Darbhanga,10,195,26,22,5284,12452920,2.0,7.8036502762015
Bihar,Gaya,10,196,19,16,7077,13634220,2.0,7.8036502762015
Bihar,Gopalganj,10,197,29,24,5632,14301420,2.0,7.8036502762015
Bihar,Jamui,10,198,20,16,6915,13752220,2.0,7.8036502762015
Bihar,Jehanabad,10,199,17,15,4676,12134220,2.0,7.8036502762015
Bihar,Kaimur (Bhabua),10,200,22,18,4638,15098220,2.0,7.8036502762015
Bihar,Katihar,10,201,27,19,6514,39300220,2.0,7.8036502762015
Bihar,Khagaria,10,202,22,19,5071,12417220,2.0,7.8036502762015
Bihar,Kishanganj,10,203,24,18,5823,41140334,2.0,7.8036502762015
Bihar,Lakhisarai,10,204,22,18,7472,13914220,2.0,7.8036502762015
Bihar,Madhepura,10,205,25,20,5222,12643720,2.0,7.8036502762015
Bihar,Madhubani,10,206,27,21,4848,12677920,2.0,7.8036502762015
Bihar,Munger,10,207,22,18,6915,13765220,2.0,7.8036502762015
Bihar,Muzaffarpur,10,208,24,20,5230,12251420,2.0,7.8036502762015
Bihar,Nalanda,10,209,21,18,5071,12414220,2.0,7.8036502762015
Bihar,Nawada,10,210,19,16,7077,13634220,2.0,7.8036502762015
Bihar,Pashchim Champaran,10,211,25,22,5100,14226420,2.0,7.8036502762015
Bihar,Patna,10,212,23,19,5159,12432220,2.0,7.8036502762015
Bihar,Purbi Champaran,10,213,23,19,4760,12291420,2.0,7.8036502762015
Bihar,Purnia,10,214,25,19,6444,38600220,2.0,7.8036502762015
Bihar,Rohtas,10,215,20,16,4154,13393220,2.0,7.8036502762015
Bihar,Saharsa,10,216,23,20,5080,12418720,2.0,7.8036502762015
Bihar,Samastipur,10,217,25,21,5275,12451420,2.0,7.8036502762015
Bihar,Saran,10,218,25,20,4970,12196420,2.0,7.8036502762015
Bihar,Sheikhpura,10,219,20,17,5072,13904220,2.0,7.8036502762015
Bihar,Sheohar,10,220,21,18,4616,12066420,2.0,7.8036502762015
Bihar,Sitamarhi,10,221,23,19,4782,12391420,2.0,7.8036502762015
Bihar,Siwan,10,222,32,26,5764,14417420,2.0,7.8036502762015
Bihar,Supaul,10,223,24,19,4644,12643720,2.0,7.8036502762015
Bihar,Vaishali,10,224,24,21,5217,12450220,2.0,7.8036502762015
Chandigarh,Chandigarh,4,44,10,9,8307,4941135,2.0,7.7855937662664
Chhattisgarh,Balod,22,646,12,11,3454,3552710,2.0,7.6772792647922
Chhattisgarh,Baloda Bazar,22,644,14,12,3557,7190210,2.0,7.6772792647922
Chhattisgarh,Balrampur,22,649,18,13,6624,11356017,2.0,7.8036502762015
Chhattisgarh,Bastar,22,374,15,14,4383,4384500,2.0,7.6772792647922
Chhattisgarh,Bemetara,22,650,10,8,3270,1690000,2.0,7.6772792647922
Chhattisgarh,Bijapur,22,636,22,19,5549,7485600,2.0,7.6772792647922
Chhattisgarh,Bilaspur,22,375,12,11,3415,5190210,2.0,7.6772792647922
Chhattisgarh,Dantewada,22,376,12,11,3587,3917500,2.0,7.6772792647922
Chhattisgarh,Dhamtari,22,377,18,14,4386,5859710,2.0,7.6772792647922
Chhattisgarh,Durg,22,378,10,9,3428,3440000,2.0,7.6772792647922
Chhattisgarh,Gariyaband,22,645,18,14,4361,5857710,2.0,7.6772792647922
Chhattisgarh,Gaurella Pendra Marwahi,22,734,7,6,3133,1125000,2.0,7.6772792647922
Chhattisgarh,Janjgir-Champa,22,379,12,11,3475,7188210,2.0,7.6772792647922
Chhattisgarh,Jashpur,22,380,23,18,16347,29201017,2.0,7.8036502762015
Chhattisgarh,Kabirdham,22,382,8,8,3237,1425000,2.0,7.6772792647922
Chhattisgarh,Kanker,22,381,14,12,4424,3621710,2.0,7.6772792647922
Chhattisgarh,Kondagaon,22,643,14,12,4377,4024710,2.0,7.6772792647922
Chhattisgarh,Korba,22,383,12,11,3330,5190210,2.0,7.6772792647922
Chhattisgarh,Korea,22,384,7,6,3362,4115000,2.0,7.6772792647922
Chhattisgarh,Mahasamund,22,385,20,17,14331,20855710,2.0,7.6772792647922
Chhattisgarh,Mungeli,22,647,9,8,3228,1690000,2.0,7.6772792647922
Chhattisgarh,Narayanpur,22,637,14,13,4440,3624500,2.0,7.6772792647922
Chhattisgarh,Raigarh,22,386,20,18,13529,21370710,2.0,7.6772792647922
Chhattisgarh,Raipur,22,387,13,11,3457,5190210,2.0,7.6772792647922
Chhattisgarh,Rajnandgaon,22,388,13,11,4259,1530000,2.0,7.6772792647922
Chhattisgarh,Sukma,22,642,27,19,5994,8370500,2.0,7.6772792647922
Chhattisgarh,Surajpur,22,648,10,9,4327,8630000,2.0,7.8036502762015
Chhattisgarh,Surguja,22,389,8,7,3329,5628000,2.0,7.6772792647922
Dadra & Nagar Havelli and Daman & Diu,Dadra And Nagar Haveli,38,465,25,19,3409,2237717,2.0,7.6772792647922
Dadra & Nagar Havelli and Daman & Diu,Daman,38,463,18,15,2166,2132417,2.0,7.6772792647922
Dadra & Nagar Havelli and Daman & Diu,Diu,38,464,4,4,240,184000,2.0,6.2658880776116
Delhi,Central,7,77,12,8,3853,7224166,2.0,7.8036502762015
Delhi,East,7,78,14,10,4318,7289683,2.0,7.8036502762015
Delhi,New Delhi,7,79,12,8,3853,7224166,2.0,7.8036502762015
Delhi,North,7,80,12,8,3853,7224166,2.0,7.8036502762015
Delhi,North East,7,81,12,8,3853,7224166,2.0,7.8036502762015
Delhi,North West,7,82,11,8,2895,4224166,2.0,7.7855937662664
Delhi,Shahdara,7,671,14,10,4318,7289683,2.0,7.8036502762015
Delhi,South,7,83,12,8,3853,7224166,2.0,7.8036502762015
Delhi,South East,7,670,14,10,4318,7289683,2.0,7.8036502762015
Delhi,South West,7,84,11,8,2895,4224166,2.0,7.7855937662664
Delhi,West,7,85,11,8,2895,4224166,2.0,7.7855937662664
Goa,North Goa,30,551,16,13,3263,1837300,2.0,7.6772792647922
Goa,South Goa,30,552,14,12,3136,1812300,2.0,7.6772792647922
Gujarat,Ahmadabad,24,438,20,17,2474,2229417,2.0,7.6772792647922
Gujarat,Amreli,24,439,18,15,2337,1727917,2.0,7.6772792647922
Gujarat,Anand,24,440,24,19,2461,2227417,2.0,7.6772792647922
Gujarat,Arvalli,24,672,18,14,2062,1822477,2.0,7.6772792647922
Gujarat,Banas Kantha,24,441,16,13,2667,3637477,2.0,7.6772792647922
Gujarat,Bharuch,24,442,26,20,2603,2241417,2.0,7.6772792647922
Gujarat,Bhavnagar,24,443,19,16,2539,2227917,2.0,7.6772792647922
Gujarat,Botad,24,676,20,17,2568,2227917,2.0,7.6772792647922
Gujarat,Chhotaudepur,24,668,24,19,3118,2216477,2.0,7.6772792647922
Gujarat,Dang,24,444,25,20,3083,1732717,2.0,7.6772792647922
Gujarat,Devbhumi Dwarka,24,674,13,11,1985,1114917,2.0,7.6772792647922
Gujarat,Dohad,24,445,19,17,1943,1669477,2.0,7.6772792647922
Gujarat,Gandhinagar,24,446,19,16,2309,2195477,2.0,7.6772792647922
Gujarat,Gir Somnath,24,675,18,15,2337,1727917,2.0,7.6772792647922
Gujarat,Jamnagar,24,447,18,15,2337,1727917,2.0,7.6772792647922
Gujarat,Junagadh,24,448,17,15,2112,1664917,2.0,7.6772792647922
Gujarat,Kachchh,24,449,19,15,3431,2211917,2.0,7.6772792647922
Gujarat,Kheda,24,450,23,19,2441,2225477,2.0,7.6772792647922
Gujarat,Mahesana,24,451,18,15,2140,2167477,2.0,7.6772792647922
Gujarat,Mahisagar,24,669,20,16,2146,2172477,2.0,7.6772792647922
Gujarat,Morbi,24,673,20,17,2568,2227917,2.0,7.6772792647922
Gujarat,Narmada,24,452,27,20,3192,2226717,2.0,7.6772792647922
Gujarat,Navsari,24,453,27,22,3472,2247717,2.0,7.6772792647922
Gujarat,Panch Mahals,24,454,24,19,2367,2216477,2.0,7.6772792647922
Gujarat,Patan,24,455,17,14,2068,1867477,2.0,7.6772792647922
Gujarat,Porbandar,24,456,16,14,2089,1464917,2.0,7.6772792647922
Gujarat,Rajkot,24,457,18,15,2337,1727917,2.0,7.6772792647922
Gujarat,Sabar Kantha,24,458,17,14,2690,3837477,2.0,7.6772792647922
Gujarat,Surat,24,459,24,19,2561,2222717,2.0,7.6772792647922
Gujarat,Surendranagar,24,460,21,18,2568,2232417,2.0,7.6772792647922
Gujarat,Tapi,24,641,27,21,3330,2212717,2.0,7.6772792647922
Gujarat,Vadodara,24,461,26,20,2476,2241477,2.0,7.6772792647922
Gujarat,Valsad,24,462,28,21,3487,2242717,2.0,7.6772792647922
Haryana,Ambala,6,58,13,12,3000,5811241,2.0,7.7855937662664
Haryana,Bhiwani,6,59,10,9,2944,5171577,2.0,7.7855937662664
Haryana,Charki Dadri,6,701,7,6,1804,3785060,2.0,7.7855937662664
Haryana,Faridabad,6,60,17,12,4392,7292683,2.0,7.8036502762015
Haryana,Fatehabad,6,61,9,8,2931,5171517,2.0,7.7855937662664
Haryana,Gurugram,6,62,12,8,3853,7224166,2.0,7.8036502762015
Haryana,Hisar,6,63,12,10,2969,5171577,2.0,7.7855937662664
Haryana,Jhajjar,6,64,11,8,2895,4224166,2.0,7.7855937662664
Haryana,Jind,6,65,10,8,2117,4710166,2.0,7.7855937662664
Haryana,Kaithal,6,66,9,8,2468,5088000,2.0,7.7855937662664
Haryana,Karnal,6,67,14,12,2667,4779558,2.0,7.7855937662664
Haryana,Kurukshetra,6,68,10,9,2132,4711041,2.0,7.7855937662664
Haryana,Mahendragarh,6,69,7,7,2537,4133577,2.0,7.6772792647922
Haryana,Nuh,6,604,14,10,4895,8087683,2.0,7.8036502762015
Haryana,Palwal,6,619,17,12,4392,7292683,2.0,7.8036502762015
Haryana,Panchkula,6,70,15,13,9333,5426758,2.0,7.7855937662664
Haryana,Panipat,6,71,13,10,3475,4778623,2.0,7.7855937662664
Haryana,Rewari,6,72,10,9,3059,5050683,2.0,7.7855937662664
Haryana,Rohtak,6,73,11,9,2117,4745166,2.0,7.7855937662664
Haryana,Sirsa,6,74,9,8,2931,5171517,2.0,7.7855937662664
Haryana,Sonipat,6,75,13,9,3951,7747166,2.0,7.8036502762015
Haryana,Yamunanagar,6,76,19,16,3167,5080758,2.0,7.7855937662664
Himachal Pradesh,Bilaspur,2,15,18,13,9460,5024652,2.0,7.7855937662664
Himachal Pradesh,Chamba,2,16,22,15,9476,4729674,2.0,7.7855937662664
Himachal Pradesh,Hamirpur,2,17,19,14,9482,5024787,2.0,7.7855937662664
Himachal Pradesh,Kangra,2,18,21,16,9672,5027874,2.0,7.7855937662664
Himachal Pradesh,Kinnaur,2,19,20,15,8795,4339358,2.0,7.7855937662664
Himachal Pradesh,Kullu,2,20,20,15,9186,4355938,2.0,7.7855937662664
Himachal Pradesh,Lahul And Spiti,2,21,22,16,9832,5157910,2.0,7.7855937662664
Himachal Pradesh,Mandi,2,22,20,15,9186,4355938,2.0,7.7855937662664
Himachal Pradesh,Shimla,2,23,22,16,8961,4637558,2.0,7.7855937662664
Himachal Pradesh,Sirmaur,2,24,19,13,4645,8355958,2.0,7.8036502762015
Himachal Pradesh,Solan,2,25,19,14,9713,5446758,2.0,7.7855937662664
Himachal Pradesh,Una,2,26,19,15,9701,5547967,2.0,7.7855937662664
Jammu & Kashmir,Anantnag,1,1,10,9,7585,2630087,2.0,7.7855937662664
Jammu & Kashmir,Bandipora,1,623,8,8,6847,1380087,2.0,7.7855937662664
Jammu & Kashmir,Baramulla,1,3,8,8,1106,1305087,2.0,7.7855937662664
Jammu & Kashmir,Budgam,1,2,8,8,1106,1305087,2.0,7.7855937662664
Jammu & Kashmir,Doda,1,4,15,12,8829,4666022,2.0,7.7855937662664
Jammu & Kashmir,Ganderbal,1,626,8,8,6847,1380087,2.0,7.7855937662664
Jammu & Kashmir,Jammu,1,5,12,11,7629,2631022,2.0,7.7855937662664
Jammu & Kashmir,Kathua,1,7,19,13,9617,5029539,2.0,7.7855937662664
Jammu & Kashmir,Kishtwar,1,620,14,10,9219,4728604,2.0,7.7855937662664
Jammu & Kashmir,Kulgam,1,622,11,10,7613,2631022,2.0,7.7855937662664
Jammu & Kashmir,Kupwara,1,8,6,6,1055,1302180,2.0,7.7855937662664
Jammu & Kashmir,Mirpur,1,999,10,9,7596,2631022,2.0,7.7855937662664
Jammu & Kashmir,Muzaffarabad,1,999,6,6,1055,1302180,2.0,7.7855937662664
Jammu & Kashmir,Poonch,1,10,9,9,1134,1306022,2.0,7.7855937662664
Jammu & Kashmir,Pulwama,1,11,9,9,6854,1380087,2.0,7.7855937662664
Jammu & Kashmir,Rajouri,1,12,11,10,7613,2631022,2.0,7.7855937662664
Jammu & Kashmir,Ramban,1,621,11,10,7613,2631022,2.0,7.7855937662664
Jammu & Kashmir,Reasi,1,627,11,10,7613,2631022,2.0,7.7855937662664
Jammu & Kashmir,Samba,1,624,12,11,7962,2651022,2.0,7.7855937662664
Jammu & Kashmir,Shopian,1,625,10,9,7585,2630087,2.0,7.7855937662664
Jammu & Kashmir,Srinagar,1,13,7,7,1099,1305087,2.0,7.7855937662664
Jammu & Kashmir,Udhampur,1,14,13,11,8029,2666022,2.0,7.7855937662664
Jharkhand,Bokaro,20,322,18,14,15868,23178017,2.0,7.8036502762015
Jharkhand,Chatra,20,323,16,14,6381,13020123,2.0,7.8036502762015
Jharkhand,Deoghar,20,324,21,14,8310,39430114,2.0,7.8036502762015
Jharkhand,Dhanbad,20,325,20,15,17385,47878017,2.0,7.8036502762015
Jharkhand,Dumka,20,326,23,15,7820,40110017,2.0,7.8036502762015
Jharkhand,East Singhbum,20,327,24,16,16089,24601817,2.0,7.8036502762015
Jharkhand,Garhwa,20,328,21,16,6953,15778123,2.0,7.8036502762015
Jharkhand,Giridih,20,329,21,16,18141,47552220,2.0,7.8036502762015
Jharkhand,Godda,20,330,23,16,8491,38685123,2.0,7.8036502762015
Jharkhand,Gumla,20,331,18,14,16003,23666017,2.0,7.8036502762015
Jharkhand,Hazaribagh,20,332,19,16,16323,23482220,2.0,7.8036502762015
Jharkhand,Jamtara,20,333,23,16,17611,50025017,2.0,7.8036502762015
Jharkhand,Khunti,20,606,17,14,15386,22863017,2.0,7.8036502762015
Jharkhand,Koderma,20,334,18,15,6520,13482220,2.0,7.8036502762015
Jharkhand,Latehar,20,335,17,13,6194,13656017,2.0,7.8036502762015
Jharkhand,Lohardaga,20,336,16,13,15380,22848017,2.0,7.8036502762015
Jharkhand,Pakur,20,337,20,14,7768,38478017,2.0,7.8036502762015
Jharkhand,Palamu,20,338,16,13,5805,13023123,2.0,7.8036502762015
Jharkhand,Ramgarh,20,607,16,14,15497,23108017,2.0,7.8036502762015
Jharkhand,Ranchi,20,339,18,15,15530,23373017,2.0,7.8036502762015
Jharkhand,Sahebganj,20,340,25,17,8656,39195123,2.0,7.8036502762015
Jharkhand,Saraikela Kharsawan,20,341,20,15,15459,23624317,2.0,7.8036502762015
Jharkhand,Simdega,20,342,23,17,16327,29186017,2.0,7.8036502762015
Jharkhand,West Singhbhum,20,343,26,21,15818,28746817,2.0,7.8036502762015
Karnataka,Bagalkote,29,524,14,11,2435,1749660,2.0,7.6772792647922
Karnataka,Ballari,29,528,18,14,3297,2177660,2.0,7.6772792647922
Karnataka,Belagavi,29,527,19,13,3665,1953660,2.0,7.6772792647922
Karnataka,Bengaluru Rural,29,526,11,9,2281,1606360,2.0,7.6772792647922
Karnataka,Bengaluru Urban,29,525,13,10,2332,1627360,2.0,7.6772792647922
Karnataka,Bidar,29,529,14,12,2874,1975100,2.0,7.6772792647922
Karnataka,Chamarajanagara,29,531,24,19,2968,2428300,2.0,7.6772792647922
Karnataka,Chikkaballapura,29,630,18,15,3813,2318360,2.0,7.6772792647922
Karnataka,Chikkamagaluru,29,532,18,14,2645,1857660,2.0,7.6772792647922
Karnataka,Chitradurga,29,533,19,16,3440,2249660,2.0,7.6772792647922
Karnataka,Dakshina Kannada,29,534,21,17,2434,1862683,2.0,7.6772792647922
Karnataka,Davangere,29,535,17,13,2482,1845660,2.0,7.6772792647922
Karnataka,Dharwad,29,536,16,12,2587,1783660,2.0,7.6772792647922
Karnataka,Gadag,29,537,15,11,2447,1783660,2.0,7.6772792647922
Karnataka,Hassan,29,539,16,13,2319,1657660,2.0,7.6772792647922
Karnataka,Haveri,29,540,16,12,2587,1783660,2.0,7.6772792647922
Karnataka,Kalaburagi,29,538,18,16,3468,5096100,2.0,7.6772792647922
Karnataka,Kodagu,29,541,19,16,2407,1662683,2.0,7.6772792647922
Karnataka,Kolar,29,542,17,14,3611,2706827,2.0,7.6772792647922
Karnataka,Koppal,29,543,13,11,2424,1583660,2.0,7.6772792647922
Karnataka,Mandya,29,544,18,14,2565,1967660,2.0,7.6772792647922
Karnataka,Mysuru,29,545,20,16,2415,1684183,2.0,7.6772792647922
Karnataka,Raichur,29,546,19,16,3535,5167460,2.0,7.6772792647922
Karnataka,Ramanagara,29,631,14,11,2374,1591360,2.0,7.6772792647922
Karnataka,Shivamogga,29,547,18,14,2622,1845660,2.0,7.6772792647922
